date,day_of_week,time_of_day,rides_count,gmv,avg_fare,avg_dist
2024-03-29,Friday,3_evening,48,17061.31,370.8980434782609,6.3621739130434785
2024-03-29,Friday,4_night,7,2808.65,401.2357142857143,6.975714285714285
2024-03-30,Saturday,1_morning,37,13380.449999999999,382.2985714285714,6.575142857142857
2024-03-30,Saturday,2_daytime,40,12108.77,318.65184210526314,5.167631578947368
2024-03-30,Saturday,3_evening,46,15783.48,358.7154545454545,6.067500000000001
2024-03-30,Saturday,4_night,10,4387.53,438.753,7.831999999999999
2024-03-31,Sunday,1_morning,38,13423.63,362.8008108108108,6.114864864864865
2024-03-31,Sunday,2_daytime,39,13209.369999999999,357.01,6.0245945945945945
2024-03-31,Sunday,3_evening,57,20613.09,374.78345454545456,6.434
2024-03-31,Sunday,4_night,11,3889.02,353.54727272727274,5.88909090909091
2024-04-01,Monday,1_morning,42,14584.8,347.25714285714287,5.839047619047619
2024-04-01,Monday,2_daytime,35,12915.22,369.0062857142857,6.2868571428571425
2024-04-01,Monday,3_evening,55,16205.130000000001,300.095,4.674074074074074
2024-04-01,Monday,4_night,10,3652.59,365.259,6.132
2024-04-02,Tuesday,1_morning,41,14588.51,355.8173170731707,6.00390243902439
2024-04-02,Tuesday,2_daytime,36,13224.39,388.9526470588235,6.86
2024-04-02,Tuesday,3_evening,50,15623.16,318.84,5.084693877551021
2024-04-02,Tuesday,4_night,13,3645.21,280.40076923076924,4.159230769230769
2024-04-03,Wednesday,1_morning,35,9906.47,283.042,4.320285714285714
2024-04-03,Wednesday,2_daytime,32,9180.460000000001,296.143870967742,4.474516129032258
2024-04-03,Wednesday,3_evening,41,15738.43,393.46075,6.881
2024-04-03,Wednesday,4_night,11,3517.5,319.77272727272725,5.107272727272727
2024-04-04,Thursday,1_morning,39,14341.48,367.7302564102564,6.305897435897436
2024-04-04,Thursday,2_daytime,32,11319.050000000001,377.3016666666667,6.5409999999999995
2024-04-04,Thursday,3_evening,53,19462.15,374.2721153846154,6.481153846153846
2024-04-04,Thursday,4_night,5,1614.13,322.826,5.39
2024-04-05,Friday,1_morning,32,12869.86,402.183125,7.0325
2024-04-05,Friday,2_daytime,33,10419.46,336.11161290322576,5.523870967741936
2024-04-05,Friday,3_evening,55,19964.95,369.7212962962963,6.425740740740741
2024-04-05,Friday,4_night,5,1160.6299999999999,290.15749999999997,4.585
2024-04-06,Saturday,1_morning,40,15776.73,394.41825,6.875
2024-04-06,Saturday,2_daytime,39,13012.07,333.6428205128205,5.482820512820513
2024-04-06,Saturday,3_evening,58,16873.03,290.9143103448276,4.5103448275862075
2024-04-06,Saturday,4_night,10,3964.42,396.442,7.0
2024-04-07,Sunday,1_morning,40,13285.710000000001,359.07324324324327,6.0608108108108105
2024-04-07,Sunday,2_daytime,29,13209.82,455.5110344827586,8.317241379310344
2024-04-07,Sunday,3_evening,58,21773.510000000002,375.40534482758625,6.4750000000000005
2024-04-07,Sunday,4_night,13,4399.87,439.98699999999997,8.026
2024-04-08,Monday,1_morning,33,11814.85,369.2140625,6.2825
2024-04-08,Monday,2_daytime,28,9032.05,322.57321428571424,5.244285714285715
2024-04-08,Monday,3_evening,49,15808.210000000001,343.6567391304348,5.689130434782609
2024-04-08,Monday,4_night,15,4962.21,354.44357142857143,5.954285714285715
2024-04-09,Tuesday,1_morning,44,15370.68,349.33363636363634,5.836363636363637
2024-04-09,Tuesday,2_daytime,45,15002.38,340.9631818181818,5.6863636363636365
2024-04-09,Tuesday,3_evening,38,14651.13,385.55605263157895,6.742368421052631
2024-04-09,Tuesday,4_night,17,4648.84,290.5525,4.547499999999999
2024-04-10,Wednesday,1_morning,41,12749.76,326.91692307692307,5.317692307692307
2024-04-10,Wednesday,2_daytime,38,13967.460000000001,367.5647368421053,6.247631578947368
2024-04-10,Wednesday,3_evening,38,11724.31,325.67527777777775,5.297777777777778
2024-04-10,Wednesday,4_night,12,5382.139999999999,489.2854545454545,9.066363636363635
2024-04-11,Thursday,1_morning,42,15949.6,379.752380952381,6.609761904761905
2024-04-11,Thursday,2_daytime,45,15192.27,337.606,5.534666666666666
2024-04-11,Thursday,3_evening,50,17435.72,355.8310204081633,5.9995918367346945
2024-04-11,Thursday,4_night,12,3849.99,320.8325,5.205
2024-04-12,Friday,1_morning,38,14952.39,393.483947368421,6.917368421052632
2024-04-12,Friday,2_daytime,28,8575.62,306.2721428571429,4.850357142857143
2024-04-12,Friday,3_evening,37,11720.69,316.7754054054054,5.0
2024-04-12,Friday,4_night,14,4746.18,339.0128571428572,5.626428571428571
2024-04-13,Saturday,1_morning,38,13324.26,370.11833333333334,6.347222222222222
2024-04-13,Saturday,2_daytime,25,9739.28,405.80333333333334,7.125416666666666
2024-04-13,Saturday,3_evening,53,16012.880000000001,320.2576,5.1418
2024-04-13,Saturday,4_night,14,4456.46,318.31857142857143,5.146428571428571
2024-04-14,Sunday,1_morning,38,15470.7,407.12368421052633,7.184736842105263
2024-04-14,Sunday,2_daytime,31,11177.07,372.569,6.383333333333334
2024-04-14,Sunday,3_evening,43,15803.0,367.51162790697674,6.259534883720931
2024-04-14,Sunday,4_night,15,5436.35,362.42333333333335,6.116
2024-04-15,Monday,1_morning,42,13465.41,336.63525,5.61
2024-04-15,Monday,2_daytime,45,16495.76,366.5724444444444,6.225111111111111
2024-04-15,Monday,3_evening,49,16813.19,350.27479166666666,5.864791666666666
2024-04-15,Monday,4_night,17,6240.53,367.09,6.278235294117647
2024-04-16,Tuesday,1_morning,43,14263.43,356.58575,5.9879999999999995
2024-04-16,Tuesday,2_daytime,36,12224.16,339.56,5.632777777777778
2024-04-16,Tuesday,3_evening,58,18153.92,318.48982456140345,5.088245614035087
2024-04-16,Tuesday,4_night,14,5360.06,412.31230769230774,7.519230769230769
2024-04-17,Wednesday,1_morning,34,10692.869999999999,324.0263636363636,5.283939393939394
2024-04-17,Wednesday,2_daytime,47,15448.15,343.2922222222222,5.646888888888889
2024-04-17,Wednesday,3_evening,47,16291.22,362.0271111111111,6.1337777777777776
2024-04-17,Wednesday,4_night,12,5893.8099999999995,535.800909090909,10.105454545454545
2024-04-18,Thursday,1_morning,34,11200.45,350.0140625,5.899375
2024-04-18,Thursday,2_daytime,27,7800.47,325.01958333333334,5.38375
2024-04-18,Thursday,3_evening,52,18790.07,368.4327450980392,6.260588235294118
2024-04-18,Thursday,4_night,17,5592.05,349.503125,5.814375
2024-04-19,Friday,1_morning,28,9324.92,345.3674074074074,5.655925925925926
2024-04-19,Friday,2_daytime,32,9686.17,302.6928125,4.7609375
2024-04-19,Friday,3_evening,52,18984.69,379.69379999999995,6.58
2024-04-19,Friday,4_night,10,3916.01,391.601,6.708
2024-04-20,Saturday,1_morning,35,12331.03,373.6675757575758,6.492121212121212
2024-04-20,Saturday,2_daytime,29,9552.86,353.8096296296296,5.970370370370371
2024-04-20,Saturday,3_evening,61,19910.61,337.4679661016949,5.550677966101695
2024-04-20,Saturday,4_night,13,4599.29,353.79153846153844,5.93076923076923
2024-04-21,Sunday,1_morning,38,13766.73,362.28236842105264,6.189473684210526
2024-04-21,Sunday,2_daytime,35,12636.36,361.0388571428572,6.097714285714286
2024-04-21,Sunday,3_evening,39,13557.25,376.59027777777777,6.516944444444444
2024-04-21,Sunday,4_night,19,7515.67,395.56157894736845,6.92421052631579
2024-04-22,Monday,1_morning,45,15191.7,345.26590909090913,5.673636363636363
2024-04-22,Monday,2_daytime,33,12241.99,394.9029032258064,6.936774193548387
2024-04-22,Monday,3_evening,63,18615.65,300.2524193548387,4.637096774193548
2024-04-22,Monday,4_night,13,5098.5199999999995,424.8766666666666,7.596666666666667
2024-04-23,Tuesday,1_morning,45,13766.6,312.8772727272727,4.944545454545454
2024-04-23,Tuesday,2_daytime,34,12617.74,407.0238709677419,7.201612903225806
2024-04-23,Tuesday,3_evening,44,14728.6,350.68095238095236,5.845714285714285
2024-04-23,Tuesday,4_night,17,4654.26,310.284,4.865333333333334
2024-04-24,Wednesday,1_morning,31,10304.55,332.4048387096774,5.480322580645161
2024-04-24,Wednesday,2_daytime,34,10687.34,314.3335294117647,5.040294117647059
2024-04-24,Wednesday,3_evening,52,18755.15,360.6759615384616,6.0521153846153855
2024-04-24,Wednesday,4_night,13,4485.74,345.05692307692306,5.711538461538462
2024-04-25,Thursday,1_morning,50,15856.75,330.3489583333333,5.366041666666667
2024-04-25,Thursday,2_daytime,34,12025.449999999999,364.4075757575757,6.244242424242424
2024-04-25,Thursday,3_evening,52,19556.14,383.45372549019606,6.6343137254901965
2024-04-25,Thursday,4_night,12,4140.86,345.07166666666666,5.7
2024-04-26,Friday,1_morning,42,13478.04,320.9057142857143,5.164047619047619
2024-04-26,Friday,2_daytime,33,9454.46,304.98258064516125,4.716129032258064
2024-04-26,Friday,3_evening,34,14270.95,419.7338235294118,7.424411764705883
2024-04-26,Friday,4_night,9,2364.59,295.57375,4.55625
2024-04-27,Saturday,1_morning,39,13038.47,352.39108108108104,5.937297297297297
2024-04-27,Saturday,2_daytime,31,9451.66,315.05533333333335,5.084333333333333
2024-04-27,Saturday,3_evening,45,16785.91,373.02022222222223,6.405555555555556
2024-04-27,Saturday,4_night,8,2141.47,267.68375,3.89625
2024-04-28,Sunday,1_morning,42,14934.51,373.36275,6.433
2024-04-28,Sunday,2_daytime,38,11986.77,342.47914285714285,5.735428571428572
2024-04-28,Sunday,3_evening,49,15801.69,329.20187500000003,5.402708333333333
2024-04-28,Sunday,4_night,17,5339.65,314.0970588235294,4.99764705882353
2024-04-29,Monday,1_morning,40,12784.95,336.446052631579,5.522631578947368
2024-04-29,Monday,2_daytime,44,17230.57,400.71093023255816,7.0341860465116275
2024-04-29,Monday,3_evening,44,15697.71,373.755,6.455238095238095
2024-04-29,Monday,4_night,9,3540.5,393.3888888888889,6.937777777777778
2024-04-30,Tuesday,1_morning,26,7780.91,311.2364,4.904
2024-04-30,Tuesday,2_daytime,30,10620.82,354.02733333333333,5.949666666666667
2024-04-30,Tuesday,3_evening,39,13460.16,345.1323076923077,5.715128205128205
2024-04-30,Tuesday,4_night,14,3937.68,302.8984615384615,4.7446153846153845
2024-05-01,Wednesday,1_morning,43,14868.97,362.65780487804875,6.206585365853659
2024-05-01,Wednesday,2_daytime,29,12249.59,437.48535714285714,7.993214285714286
2024-05-01,Wednesday,3_evening,47,13928.02,323.9074418604651,5.319302325581395
2024-05-01,Wednesday,4_night,13,4681.4,360.1076923076923,6.134615384615385
2024-05-02,Thursday,1_morning,33,11182.35,349.4484375,5.88375
2024-05-02,Thursday,2_daytime,37,12452.71,336.5597297297297,5.602972972972973
2024-05-02,Thursday,3_evening,42,13777.69,362.5707894736842,6.186578947368421
2024-05-02,Thursday,4_night,7,2064.35,294.90714285714284,4.585714285714286
2024-05-03,Friday,1_morning,66,23799.13,366.1404615384616,6.313846153846153
2024-05-03,Friday,2_daytime,35,13083.04,396.4557575757576,6.850303030303031
2024-05-03,Friday,3_evening,58,19605.78,363.07,6.1664814814814815
2024-05-03,Friday,4_night,11,3401.2400000000002,340.124,5.579
2024-05-04,Saturday,1_morning,42,13699.29,334.1290243902439,5.488780487804878
2024-05-04,Saturday,2_daytime,26,8535.55,387.9795454545454,6.796363636363637
2024-05-04,Saturday,3_evening,45,13648.69,303.3042222222222,4.747333333333334
2024-05-04,Saturday,4_night,13,3795.42,316.285,5.034166666666667
2024-05-05,Sunday,1_morning,48,13879.27,301.72326086956525,4.673478260869565
2024-05-05,Sunday,2_daytime,29,9293.18,357.43,6.010384615384615
2024-05-05,Sunday,3_evening,45,17280.54,392.73954545454546,6.920454545454546
2024-05-05,Sunday,4_night,15,5817.84,387.856,6.799333333333334
2024-05-06,Monday,1_morning,45,16570.76,394.54190476190473,6.933333333333333
2024-05-06,Monday,2_daytime,38,13291.1,359.2189189189189,5.981891891891892
2024-05-06,Monday,3_evening,57,21140.15,384.36636363636364,6.639090909090909
2024-05-06,Monday,4_night,14,3783.88,291.0676923076923,4.506153846153846
2024-05-07,Tuesday,1_morning,45,16671.69,378.90204545454543,6.552954545454545
2024-05-07,Tuesday,2_daytime,31,11562.73,398.71482758620687,6.979310344827587
2024-05-07,Tuesday,3_evening,49,17611.32,366.9025,6.300833333333333
2024-05-07,Tuesday,4_night,15,5749.48,383.29866666666663,6.738666666666666
2024-05-08,Wednesday,1_morning,49,18936.010000000002,394.5002083333334,6.932916666666666
2024-05-08,Wednesday,2_daytime,32,10125.32,349.1489655172414,5.824827586206897
2024-05-08,Wednesday,3_evening,47,17892.93,380.70063829787233,6.602978723404255
2024-05-08,Wednesday,4_night,18,6803.18,400.1870588235294,6.891176470588236
2024-05-09,Thursday,1_morning,38,14623.18,406.19944444444445,7.188611111111111
2024-05-09,Thursday,2_daytime,40,15413.15,385.32875,6.6617500000000005
2024-05-09,Thursday,3_evening,52,19373.8,387.476,6.791399999999999
2024-05-09,Thursday,4_night,14,3785.92,291.2246153846154,4.428461538461539
2024-05-10,Friday,1_morning,40,12663.89,316.59725,5.058
2024-05-10,Friday,2_daytime,35,13145.56,386.6341176470588,6.708529411764706
2024-05-10,Friday,3_evening,68,21533.06,331.27784615384616,5.383692307692308
2024-05-10,Friday,4_night,22,9200.09,418.1859090909091,7.405454545454546
2024-05-11,Saturday,1_morning,42,14049.81,360.2515384615385,6.152051282051282
2024-05-11,Saturday,2_daytime,32,11171.69,349.1153125,5.7371875
2024-05-11,Saturday,3_evening,53,17763.06,355.26120000000003,5.9772
2024-05-11,Saturday,4_night,21,7969.76,379.51238095238097,6.552380952380952
2024-05-12,Sunday,1_morning,42,16402.87,390.5445238095238,6.839285714285714
2024-05-12,Sunday,2_daytime,25,7646.11,318.5879166666667,5.099166666666666
2024-05-12,Sunday,3_evening,44,18332.03,416.63704545454544,7.489772727272728
2024-05-12,Sunday,4_night,6,1175.8,195.96666666666667,2.2716666666666665
2024-05-13,Monday,1_morning,40,15108.5,377.7125,6.503749999999999
2024-05-13,Monday,2_daytime,34,10570.0,310.88235294117646,4.852647058823529
2024-05-13,Monday,3_evening,47,15741.16,342.1991304347826,5.707173913043479
2024-05-13,Monday,4_night,18,6307.61,350.42277777777775,5.8438888888888885
2024-05-14,Tuesday,1_morning,40,14227.07,355.67674999999997,5.9315
2024-05-14,Tuesday,2_daytime,40,13638.73,349.7110256410256,5.866923076923077
2024-05-14,Tuesday,3_evening,40,11466.19,301.7418421052632,4.7094736842105265
2024-05-14,Tuesday,4_night,14,6674.139999999999,513.3953846153846,9.582307692307692
2024-05-15,Wednesday,1_morning,35,11659.65,342.9308823529412,5.750588235294118
2024-05-15,Wednesday,2_daytime,43,13594.97,331.58463414634144,5.449024390243903
2024-05-15,Wednesday,3_evening,43,18562.65,431.68953488372097,7.864883720930233
2024-05-15,Wednesday,4_night,13,4676.51,389.7091666666667,6.6625000000000005
2024-05-16,Thursday,1_morning,36,12510.73,347.5202777777778,5.793611111111111
2024-05-16,Thursday,2_daytime,34,10393.47,314.95363636363635,5.038484848484849
2024-05-16,Thursday,3_evening,62,22250.21,364.75754098360653,6.188524590163935
2024-05-16,Thursday,4_night,12,4351.78,362.6483333333333,6.141666666666667
2024-05-17,Friday,1_morning,38,12616.03,340.9737837837838,5.751081081081081
2024-05-17,Friday,2_daytime,34,12005.11,363.79121212121214,6.177272727272727
2024-05-17,Friday,3_evening,64,23232.61,380.8624590163935,6.666065573770492
2024-05-17,Friday,4_night,9,2786.44,309.6044444444444,4.963333333333334
2024-05-18,Saturday,1_morning,40,13470.11,354.4765789473684,5.947368421052632
2024-05-18,Saturday,2_daytime,46,13637.44,303.0542222222222,4.682222222222222
2024-05-18,Saturday,3_evening,41,12555.7,321.94102564102565,5.187179487179487
2024-05-18,Saturday,4_night,12,3822.59,347.5081818181818,5.865454545454545
2024-05-19,Sunday,1_morning,43,15241.69,362.89738095238096,6.167857142857143
2024-05-19,Sunday,2_daytime,33,11802.33,380.72032258064513,6.66258064516129
2024-05-19,Sunday,3_evening,48,12660.82,287.7459090909091,4.386363636363637
2024-05-19,Sunday,4_night,22,7075.5,321.6136363636364,5.249545454545454
2024-05-20,Monday,1_morning,30,9357.77,311.9256666666667,4.983333333333333
2024-05-20,Monday,2_daytime,38,11237.81,312.1613888888889,4.9336111111111105
2024-05-20,Monday,3_evening,52,22074.09,432.82529411764705,7.8262745098039215
2024-05-20,Monday,4_night,9,3183.53,353.72555555555556,5.967777777777778
2024-05-21,Tuesday,1_morning,33,10940.220000000001,352.9103225806452,5.930000000000001
2024-05-21,Tuesday,2_daytime,28,8386.33,299.51178571428574,4.5675
2024-05-21,Tuesday,3_evening,42,14542.84,346.2580952380952,5.7907142857142855
2024-05-21,Tuesday,4_night,14,4184.77,298.9121428571429,4.561428571428571
2024-05-22,Wednesday,1_morning,37,12236.67,349.61914285714283,5.903714285714286
2024-05-22,Wednesday,2_daytime,46,18382.45,417.7829545454546,7.516818181818182
2024-05-22,Wednesday,3_evening,52,20106.25,394.2401960784314,6.9811764705882355
2024-05-22,Wednesday,4_night,11,4013.99,364.9081818181818,6.179999999999999
2024-05-23,Thursday,1_morning,43,17088.52,416.79317073170733,7.3878048780487795
2024-05-23,Thursday,2_daytime,27,10070.12,372.96740740740745,6.362222222222222
2024-05-23,Thursday,3_evening,49,14353.95,292.93775510204085,4.591836734693878
2024-05-23,Thursday,4_night,14,4871.62,347.97285714285715,5.791428571428571
2024-05-24,Friday,1_morning,45,16039.49,356.4331111111111,6.042666666666667
2024-05-24,Friday,2_daytime,37,12365.7,363.69705882352946,6.3167647058823535
2024-05-24,Friday,3_evening,65,20363.79,323.2347619047619,5.208412698412698
2024-05-24,Friday,4_night,14,5238.49,374.17785714285714,6.390000000000001
2024-05-25,Saturday,1_morning,39,12726.61,343.9624324324324,5.794594594594595
2024-05-25,Saturday,2_daytime,37,11385.13,334.8567647058823,5.420588235294118
2024-05-25,Saturday,3_evening,58,20352.329999999998,350.90224137931034,5.84
2024-05-25,Saturday,4_night,16,4218.28,301.30571428571426,4.875714285714286
2024-05-26,Sunday,1_morning,36,11501.26,338.27235294117645,5.608823529411764
2024-05-26,Sunday,2_daytime,29,9462.93,337.9617857142857,5.599285714285714
2024-05-26,Sunday,3_evening,56,19531.76,398.6073469387755,7.011836734693877
2024-05-26,Sunday,4_night,9,4164.98,462.7755555555555,8.258888888888889
2024-05-27,Monday,1_morning,36,11162.73,318.93514285714286,5.152285714285715
2024-05-27,Monday,2_daytime,34,12031.57,375.9865625,6.510625
2024-05-27,Monday,3_evening,44,17298.5,411.8690476190476,7.380238095238096
2024-05-27,Monday,4_night,11,3887.06,353.3690909090909,6.0
2024-05-28,Tuesday,1_morning,40,17205.05,430.12624999999997,7.698
2024-05-28,Tuesday,2_daytime,33,9632.01,291.8790909090909,4.4781818181818185
2024-05-28,Tuesday,3_evening,36,11325.74,333.11,5.447058823529411
2024-05-28,Tuesday,4_night,5,1543.26,308.652,4.9159999999999995
2024-05-29,Wednesday,1_morning,34,12077.49,377.4215625,6.3528125
2024-05-29,Wednesday,2_daytime,32,11353.92,354.81,5.9409375
2024-05-29,Wednesday,3_evening,51,16743.11,348.8147916666667,5.850416666666667
2024-05-29,Wednesday,4_night,12,3452.6499999999996,287.7208333333333,4.363333333333333
2024-05-30,Thursday,1_morning,51,18795.51,375.9102,6.464600000000001
2024-05-30,Thursday,2_daytime,40,12812.07,337.15973684210525,5.557368421052632
2024-05-30,Thursday,3_evening,47,14597.85,324.39666666666665,5.2764444444444445
2024-05-30,Thursday,4_night,16,4548.05,324.8607142857143,5.089285714285714
2024-05-31,Friday,1_morning,42,13807.92,345.198,5.7475000000000005
2024-05-31,Friday,2_daytime,33,11561.85,350.3590909090909,5.93
2024-05-31,Friday,3_evening,36,12541.54,348.37611111111113,5.74
2024-05-31,Friday,4_night,12,4344.42,362.035,6.223333333333334
2024-06-01,Saturday,1_morning,49,17088.16,356.00333333333333,5.991666666666667
2024-06-01,Saturday,2_daytime,35,10637.23,312.85970588235296,4.988823529411765
2024-06-01,Saturday,3_evening,46,14947.57,339.7175,5.617954545454546
2024-06-01,Saturday,4_night,13,4689.15,360.70384615384614,6.232307692307692
2024-06-02,Sunday,1_morning,34,10805.83,317.8185294117647,5.017941176470589
2024-06-02,Sunday,2_daytime,25,8165.29,355.01260869565215,5.940434782608696
2024-06-02,Sunday,3_evening,50,18848.31,376.9662,6.4802
2024-06-02,Sunday,4_night,12,4254.49,425.44899999999996,7.673
2024-06-03,Monday,1_morning,44,15630.84,372.16285714285715,6.347619047619048
2024-06-03,Monday,2_daytime,22,5597.6,310.9777777777778,4.941111111111111
2024-06-03,Monday,3_evening,39,13220.8,338.99487179487176,5.657948717948718
2024-06-03,Monday,4_night,15,4674.990000000001,311.66600000000005,5.128
2024-06-04,Tuesday,1_morning,37,12910.28,358.61888888888893,6.016666666666667
2024-06-04,Tuesday,2_daytime,34,13042.42,420.72322580645164,7.57258064516129
2024-06-04,Tuesday,3_evening,54,19177.76,368.8030769230769,6.323653846153846
2024-06-04,Tuesday,4_night,10,4104.02,410.40200000000004,7.1530000000000005
2024-06-05,Wednesday,1_morning,30,9340.45,333.58750000000003,5.438571428571429
2024-06-05,Wednesday,2_daytime,23,7259.1900000000005,345.6757142857143,5.7280952380952375
2024-06-05,Wednesday,3_evening,59,20209.06,360.87607142857144,6.090357142857143
2024-06-05,Wednesday,4_night,7,1678.9099999999999,335.782,5.351999999999999
2024-06-06,Thursday,1_morning,35,11957.44,341.6411428571429,5.722571428571428
2024-06-06,Thursday,2_daytime,36,12659.27,351.6463888888889,5.900277777777777
2024-06-06,Thursday,3_evening,52,14515.01,290.3002,4.4228
2024-06-06,Thursday,4_night,15,4469.37,297.95799999999997,4.714666666666667
2024-06-07,Friday,1_morning,43,14756.68,343.1786046511628,5.707209302325581
2024-06-07,Friday,2_daytime,34,14018.6,424.8060606060606,7.585454545454545
2024-06-07,Friday,3_evening,54,18143.57,348.9148076923077,5.842692307692308
2024-06-07,Friday,4_night,15,5206.56,347.10400000000004,5.83
2024-06-08,Saturday,1_morning,42,13723.11,351.8746153846154,5.844358974358975
2024-06-08,Saturday,2_daytime,48,15982.57,340.05468085106384,5.590000000000001
2024-06-08,Saturday,3_evening,37,11601.78,313.5616216216216,5.025945945945947
2024-06-08,Saturday,4_night,7,2445.38,349.34000000000003,5.758571428571428
2024-06-09,Sunday,1_morning,41,13221.81,330.54525,5.4155
2024-06-09,Sunday,2_daytime,36,13333.92,370.38666666666666,6.340277777777778
2024-06-09,Sunday,3_evening,34,10438.95,316.3318181818182,5.073939393939394
2024-06-09,Sunday,4_night,10,4682.87,468.287,8.763
2024-06-10,Monday,1_morning,30,10775.380000000001,359.1793333333334,6.018666666666666
2024-06-10,Monday,2_daytime,39,13289.49,359.1754054054054,6.128918918918919
2024-06-10,Monday,3_evening,48,15607.14,325.14875,5.215833333333333
2024-06-10,Monday,4_night,15,3944.0099999999998,281.715,4.264285714285714
2024-06-11,Tuesday,1_morning,53,18062.41,347.35403846153844,5.699999999999999
2024-06-11,Tuesday,2_daytime,36,12678.99,352.19416666666666,5.908888888888889
2024-06-11,Tuesday,3_evening,46,15170.29,352.79744186046514,6.001860465116279
2024-06-11,Tuesday,4_night,8,3152.52,394.065,6.7725
2024-06-12,Wednesday,1_morning,34,14150.72,456.4748387096774,8.283870967741937
2024-06-12,Wednesday,2_daytime,34,9630.85,291.8439393939394,4.443636363636363
2024-06-12,Wednesday,3_evening,37,12084.81,355.4355882352941,5.973235294117647
2024-06-12,Wednesday,4_night,11,3400.5,309.1363636363636,4.818181818181818
2024-06-13,Thursday,1_morning,36,11765.8,326.8277777777778,5.200833333333333
2024-06-13,Thursday,2_daytime,29,9187.45,328.1232142857143,5.249285714285714
2024-06-13,Thursday,3_evening,40,13806.44,363.32736842105265,6.227631578947369
2024-06-13,Thursday,4_night,10,2207.91,275.98875,4.00125
2024-06-14,Friday,1_morning,48,15075.51,327.72847826086957,5.343695652173913
2024-06-14,Friday,2_daytime,23,8186.55,409.3275,7.295999999999999
2024-06-14,Friday,3_evening,34,11227.65,350.8640625,5.9234375
2024-06-14,Friday,4_night,13,5063.21,389.47769230769234,6.8015384615384615
2024-06-15,Saturday,1_morning,48,18335.55,407.45666666666665,7.190222222222222
2024-06-15,Saturday,2_daytime,42,12941.39,323.53475,5.25775
2024-06-15,Saturday,3_evening,53,19389.1,372.8673076923077,6.3925
2024-06-15,Saturday,4_night,17,5421.9400000000005,361.4626666666667,5.983333333333333
2024-06-16,Sunday,1_morning,44,15048.56,342.01272727272726,5.653636363636363
2024-06-16,Sunday,2_daytime,40,13514.16,337.854,5.5565
2024-06-16,Sunday,3_evening,55,16911.18,307.476,4.809272727272727
2024-06-16,Sunday,4_night,8,2941.67,367.70875,6.345
2024-06-17,Monday,1_morning,41,13300.52,350.0136842105263,5.872105263157895
2024-06-17,Monday,2_daytime,35,13553.44,387.24114285714285,6.710285714285714
2024-06-17,Monday,3_evening,45,14472.74,328.9259090909091,5.315681818181819
2024-06-17,Monday,4_night,16,5525.55,345.346875,5.79625
2024-06-18,Tuesday,1_morning,54,20213.01,381.3775471698113,6.623584905660378
2024-06-18,Tuesday,2_daytime,31,12612.61,406.8583870967742,7.137741935483871
2024-06-18,Tuesday,3_evening,43,18278.1,435.1928571428571,7.876190476190477
2024-06-18,Tuesday,4_night,16,4941.61,329.44066666666663,5.362
2024-06-19,Wednesday,1_morning,36,11462.27,327.4934285714286,5.358
2024-06-19,Wednesday,2_daytime,32,10481.1,349.37,5.743666666666667
2024-06-19,Wednesday,3_evening,51,17834.67,349.69941176470587,5.881960784313726
2024-06-19,Wednesday,4_night,11,3383.4,307.58181818181816,4.802727272727273
2024-06-20,Thursday,1_morning,46,14736.32,334.91636363636366,5.501363636363636
2024-06-20,Thursday,2_daytime,39,14132.04,371.89578947368426,6.324736842105263
2024-06-20,Thursday,3_evening,55,18680.43,352.4609433962264,5.911698113207547
2024-06-20,Thursday,4_night,10,2387.6,238.76,3.31
2024-06-21,Friday,1_morning,56,18968.24,344.87709090909095,5.712545454545454
2024-06-21,Friday,2_daytime,40,12576.77,330.96763157894736,5.36578947368421
2024-06-21,Friday,3_evening,46,15533.15,337.6771739130435,5.591086956521739
2024-06-21,Friday,4_night,13,4961.74,381.6723076923077,6.697692307692308
2024-06-22,Saturday,1_morning,35,12811.84,388.23757575757577,6.7739393939393935
2024-06-22,Saturday,2_daytime,29,10708.960000000001,369.2744827586207,6.4158620689655175
2024-06-22,Saturday,3_evening,56,20385.01,392.01942307692303,6.8100000000000005
2024-06-22,Saturday,4_night,9,3209.05,356.56111111111113,6.028888888888889
2024-06-23,Sunday,1_morning,39,13066.199999999999,353.1405405405405,5.937297297297297
2024-06-23,Sunday,2_daytime,28,9116.77,364.67080000000004,6.138
2024-06-23,Sunday,3_evening,57,16578.05,301.41909090909087,4.712545454545454
2024-06-23,Sunday,4_night,11,3943.0699999999997,438.1188888888889,7.735555555555556
2024-06-24,Monday,1_morning,47,14745.539999999999,320.5552173913043,5.104565217391304
2024-06-24,Monday,2_daytime,39,12371.26,334.3583783783784,5.43972972972973
2024-06-24,Monday,3_evening,61,21698.75,361.6458333333333,6.1498333333333335
2024-06-24,Monday,4_night,9,3017.3,377.1625,6.46125
2024-06-25,Tuesday,1_morning,49,18083.3,384.7510638297872,6.665319148936169
2024-06-25,Tuesday,2_daytime,26,8672.53,333.55884615384616,5.500384615384615
2024-06-25,Tuesday,3_evening,67,23588.4,362.89846153846156,6.193538461538461
2024-06-25,Tuesday,4_night,10,2268.42,226.842,2.825
2024-06-26,Wednesday,1_morning,49,19892.67,414.43062499999996,7.440625
2024-06-26,Wednesday,2_daytime,34,10752.87,336.0271875,5.5153125
2024-06-26,Wednesday,3_evening,57,19217.89,349.4161818181818,5.864909090909091
